Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd,Average Cl,Std Cl,Average Cl_f,Std Cl_f,Average Cl_r,Std Cl_r
E_S_WW_WM_444,1.23307,4.75972,-7.69255,8.92607,2.48,-1.41,4.77101,6.00373,-21.9135,-81.972,-7.12025,0.7,0.741789,-0.1,44.6263,-0.832106,-7.3497,41.3319,129.475,-30.6781,53.0453,6.26975,99.2559,0.269788237,0.003550839,-0.109084105,0.015527346,-0.133841565,0.003267923,0.02475746,0.016904862
E_S_WW_WM_445,-1.80006,1.33829,-3.91754,7.56929,1.61,-0.47,9.84571,7.8909,-4.47754,101.955,-9.32394,0.6,23.9481,0,-22.8497,11.8696,-0.275121,-11.2833,112.408,-18.369,-44.7929,-18.6048,-86.2632,0.289699553,0.008906247,-0.236453033,0.032739816,-0.136190496,0.013006328,-0.100262537,0.024554727
E_S_WW_WM_446,1.74024,5.85407,15.4493,7.64628,-1.02,-0.86,8.63848,2.4957,-38.6187,-6.09754,0.0532965,-0.3,-24.2687,1,5.51448,16.6501,20.6737,-6.21194,-39.7778,49.4905,110.851,73.2415,-123.175,0.254410699,0.00629238,-0.185612758,0.033395063,-0.172043347,0.018514851,-0.013569411,0.024454805
E_S_WW_WM_447,-2.80775,3.98771,-6.16839,-9.83662,1.84,0.23,11.0396,5.58716,-41.0869,39.877,-1.13751,0.1,-4.53517,-0.1,49.9798,26.5512,-21.077,42.2534,-41.8124,48.0236,96.5049,-18.2738,52.1802,0.290409009,0.003858721,-0.219279528,0.025161286,-0.2058322,0.003867486,-0.013447329,0.023563934
E_S_WW_WM_448,-0.935673,0.925159,-4.00809,-5.16344,-0.83,1.8,11.495,5.2947,33.5015,65.2471,-9.15881,0.4,-3.61829,-0.1,-11.9928,-16.6972,3.83635,-17.7765,-48.9373,-44.4566,26.7566,12.0141,-167.254,0.275575518,0.00622502,-0.242702094,0.040820713,-0.172285074,0.009616122,-0.07041702,0.035907628
E_S_WW_WM_449,6.63981,3.56234,14.6127,19.2389,-1.79,-0.8,12.694,8.46845,-23.3352,27.3129,0.544804,0,-20.1284,0.2,-2.75811,-0.365825,-18.7559,52.2595,50.8984,29.2313,-42.7588,1.03778,17.571,0.280325045,0.005041035,-0.109213656,0.009491794,-0.110690032,0.004903288,0.001476376,0.012671402
E_S_WW_WM_450,-3.57802,6.96881,10.9269,-10.46,-0.6,0.5,3.54988,9.62433,-7.69552,-93.7667,-14.8213,0.3,20.4597,0,34.7805,18.4819,7.16593,-15.7141,-1.27621,-12.125,103.322,69.7365,132.809,0.266069302,0.004072418,-0.192088006,0.029201273,-0.224124709,0.014218165,0.032036703,0.026225644
E_S_WW_WM_451,6.26519,-7.46145,2.98236,-9.47998,-1.57,0.35,8.77888,5.00104,9.9787,50.2228,-9.86611,-0.2,13.4022,-0.3,10.7997,12.2602,-14.4471,-23.0304,110.544,3.47847,140.828,72.0194,-31.0973,0.235270878,0.005051381,-0.099887318,0.027537879,-0.136287459,0.006490719,0.036400142,0.023679247
E_S_WW_WM_452,-7.72726,6.89642,6.17078,11.1239,-1.31,-0.46,15.4014,-4.77133,6.7148,89.5403,1.74299,0.4,-2.84483,0.2,19.8762,10.8048,14.4955,19.7012,-16.3424,1.70069,134.316,80.9828,-141.018,0.279698046,0.00376313,-0.300401733,0.018028223,-0.301723656,0.007567554,0.001321922,0.014740855
E_S_WW_WM_453,1.71507,6.05572,2.59573,-10.1617,0.14,1.45,13.2299,8.6347,-13.1651,98.4883,3.77963,0.5,19.9263,-0.4,-1.46384,24.8158,-22.3906,0.841294,-34.2784,-43.3116,16.6164,-28.1286,-13.5497,0.274048496,0.004948255,-0.238778656,0.012171146,-0.142951694,0.002866359,-0.095826962,0.011527858
E_S_WW_WM_454,-0.210201,8.1871,7.00028,-18.9723,-1.15,1.02,1.34318,-0.56055,-3.14007,54.0643,-7.55754,-0.4,17.5794,0.2,-17.7427,4.82363,1.8141,-4.49989,-43.9378,36.9325,-35.079,20.2403,144.146,0.285767529,0.005709954,-0.233808087,0.02956692,-0.184754519,0.018016128,-0.049053568,0.022757107
E_S_WW_WM_455,7.27606,3.95079,9.61736,-18.4379,-1.2,-1.59,-4.60726,8.43806,-47.7511,119.764,-2.6242,0.4,0.436253,0.6,-20.947,12.352,-24.2851,18.5333,28.3285,-0.0409913,123.189,-22.7807,-53.2464,0.277386268,0.005780161,-0.156273235,0.022218228,-0.131685553,0.014140142,-0.024587683,0.01828469
E_S_WW_WM_456,11.5836,11.1043,15.8236,19.5628,-0.39,1.24,2.81542,-0.580985,25.2465,-91.4144,-8.51475,0.2,-10.6546,0,-13.0146,-3.45519,16.253,1.895,-21.487,-44.3376,-0.329092,50.7866,-160.305,0.270570075,0.010248074,-0.129086437,0.019360484,-0.11934069,0.010878443,-0.009745747,0.018173437
E_S_WW_WM_457,-2.09493,-3.76243,3.06457,18.4984,-0.64,-0.77,-8.23621,-3.19546,-44.3993,-71.8895,-7.81306,0.2,-2.00393,0.3,-23.9161,18.2686,-16.3239,13.1473,85.4465,47.4212,128.971,22.5237,-80.0455,0.247963268,0.00413494,-0.155071397,0.025406014,-0.191992423,0.009556204,0.036921025,0.024566968
E_S_WW_WM_458,7.37789,7.56294,-5.81386,-19.2081,-1.3,-0.03,15.837,8.59228,-36.4542,110.628,-4.57981,-0.1,16.3011,-0.3,56.5419,3.10447,-11.6556,-19.3252,52.0434,-13.5993,24.0031,-13.7097,-92.8308,0.291040462,0.009225472,-0.294187781,0.020144953,-0.128352915,0.017499877,-0.165834866,0.018936702
E_S_WW_WM_459,4.48924,5.40258,12.3566,-14.7948,1.83,-0.45,19.4856,-2.42611,18.7551,86.5938,-10.5645,-0.3,3.34073,-0.3,9.11199,25.8368,18.9791,6.9113,-13.4148,16.5088,98.627,62.3958,26.6613,0.293250663,0.008899143,-0.263345776,0.041069057,-0.151475337,0.008841171,-0.111870439,0.043679782
E_S_WW_WM_460,7.47952,2.57958,-4.35052,13.4324,2.43,1.72,3.66169,6.05222,-44.1067,90.8984,-14.5685,0.4,13.5383,0,35.9352,15.7077,21.4176,29.0986,52.2688,-42.0241,25.7159,-17.7011,-6.64424,0.292880078,0.005493975,-0.241947494,0.021413266,-0.127161359,0.008580487,-0.114786135,0.019569672
E_S_WW_WM_461,6.98398,9.85984,-7.51176,-10.8301,1.88,-0.09,19.712,2.78101,-37.7676,-3.84253,-7.96619,-0.3,-23.1767,0.3,-8.85254,0.683829,0.440214,-12.7016,-9.55203,20.2744,-7.87102,48.6286,-90.1858,0.280329104,0.00819438,-0.206260502,0.025975891,-0.131444061,0.016203772,-0.074816441,0.016269886
E_S_WW_WM_462,10.7021,-3.85183,18.7853,-7.2322,1.17,1.89,-5.56534,-3.15517,1.89103,107.224,-1.5811,0.3,7.24115,0,27.4638,25.7427,7.00244,-22.3355,98.3182,-37.9775,-32.4806,66.4116,-188.554,0.247726198,0.006677286,-0.081722347,0.022737233,-0.100274635,0.012078594,0.018552288,0.023245232
E_S_WW_WM_463,13.2092,-5.52905,13.0451,-8.93235,0.29,1.55,3.01814,1.20952,7.4973,117.531,-11.8334,0.4,-21.909,0.2,39.6505,-11.448,23.3555,51.1757,-0.783167,-31.0079,92.4457,-25.9364,-158.345,0.279909078,0.003380356,-0.209980365,0.021071517,-0.131436996,0.010997615,-0.078543369,0.014864888
E_S_WW_WM_464,-0.869616,-0.0541968,18.955,-12.2633,0.13,-0.99,11.107,7.13064,33.9598,5.39139,-9.07794,0.3,14.432,0.6,18.3665,16.0552,22.4146,42.6832,-45.6924,-41.5928,126.626,5.33056,-87.947,0.27055092,0.00238593,-0.197401319,0.02204328,-0.19719842,0.005146739,-0.000202899,0.019193731
E_S_WW_WM_465,6.94925,9.67803,17.186,-16.4125,2.27,-0.54,6.42536,2.24477,-13.0257,-78.7228,-13.7142,0.5,1.01224,0.3,27.3363,5.94821,7.29631,32.1607,-50.9923,-22.6828,-30.0556,-42.3428,-25.5712,0.276501431,0.00786277,-0.141036483,0.025316818,-0.139262304,0.00879092,-0.001774179,0.025003532
E_S_WW_WM_466,-7.80991,-7.10514,17.37,14.2213,0.31,1.33,-9.43143,3.58033,-9.24869,40.8899,-2.62906,0.6,-21.3478,0.7,-8.46242,21.7031,18.8091,14.1319,-40.0792,14.3807,59.7039,69.1681,-108.319,0.266538144,0.005811879,-0.139433068,0.022252752,-0.266307431,0.012775613,0.126874363,0.012811029
E_S_WW_WM_467,3.1989,-1.93819,-7.19903,-17.0844,0.16,-0.89,13.3327,-0.736289,-25.5223,126.624,-1.54964,0,-16.6062,0.2,-8.07235,9.0142,29.3575,17.4459,60.5302,-39.7325,-40.0668,-22.6611,-120.061,0.290614106,0.005279177,-0.257135067,0.037572867,-0.1374883,0.006989277,-0.119646767,0.040178187
E_S_WW_WM_468,11.8366,-5.75465,-4.40903,-2.47286,-0.82,2.12,6.21928,4.93156,-9.5333,133.902,-12.0624,0.2,24.4186,0.5,20.2346,-18.5253,9.44947,-17.5478,116.784,27.7239,4.04172,48.9029,-128.437,0.267746185,0.003521527,-0.178206723,0.020403255,-0.067966778,0.008600295,-0.110239946,0.019740207
E_S_WW_WM_469,6.00715,-4.74442,-7.53334,18.6822,0.49,1.28,-0.733007,3.40983,5.65822,-19.8315,-5.87663,0.1,-12.4698,-0.1,15.8686,14.1902,-15.5023,12.3721,87.1372,-48.3422,-11.7773,-31.7624,-125.202,0.252162142,0.002795925,-0.174343528,0.017723302,-0.125269158,0.008193421,-0.04907437,0.013552664
E_S_WW_WM_470,6.48065,1.16874,1.59285,-16.2652,-1.47,1.36,19.5626,-2.20158,34.9474,86.1804,-11.3552,0.3,22.6676,0.4,33.2672,11.6322,-22.3465,19.5479,-53.7065,-5.46479,97.5067,-49.6676,-66.2152,0.279747097,0.004056494,-0.19446475,0.024982561,-0.119497171,0.017680595,-0.074967578,0.010934836
E_S_WW_WM_471,2.23695,-3.29338,8.07505,15.1689,0.19,2.07,-8.09814,-3.16617,8.47876,50.9723,-12.3302,0,12.4865,-0.1,55.8969,28.9669,-22.6398,27.2823,-24.2997,-14.1759,93.2972,30.5423,-102.171,0.272270305,0.005334527,-0.215365021,0.025607008,-0.170310698,0.007631819,-0.045054324,0.025234632
E_S_WW_WM_472,7.57616,13.9566,19.9334,-9.73043,0.04,-1.32,-0.98594,3.79981,-36.9208,23.8944,-12.1215,-0.1,24.1467,0.6,-4.6538,29.43,-6.66621,17.0968,108.124,5.31486,7.13734,38.2076,-72.2595,0.284992094,0.004725971,-0.040056829,0.022305596,-0.072268884,0.009235214,0.032212056,0.015353842
E_S_WW_WM_473,0.437422,10.2037,-6.09542,9.26516,-0.33,-0.56,-1.72091,-3.55434,-20.3879,-57.1084,0.520774,0.6,0.999202,-0.4,16.7638,-9.36673,-26.9378,-12.1932,-42.9548,37.9459,44.2768,31.9074,-90.8983,0.25793395,0.004831228,-0.211715844,0.025718764,-0.175299567,0.008103038,-0.036416277,0.024979571
E_S_WW_WM_474,7.47206,-4.84255,7.20428,13.2818,0.92,0.19,-3.71549,-4.98489,41.9505,-20.9868,-7.26933,0.7,-13.4915,0.2,-15.6561,-13.0701,8.12409,36.2512,109.545,0.344664,68.8717,70.302,137.721,0.264592117,0.003057693,-0.057029762,0.017334499,-0.114260321,0.003989501,0.057230559,0.015989763
E_S_WW_WM_475,8.29876,-6.53659,14.0974,-0.305176,2.27,-0.88,15.0838,-0.242565,-16.7225,96.9481,-3.73485,0,24.8717,0.4,-7.01129,-6.4317,16.6304,9.48931,92.9837,30.6153,-10.7236,-40.7498,-192.509,0.26047669,0.002320413,-0.051476553,0.021833318,-0.064427285,0.005688375,0.012950731,0.021006538
E_S_WW_WM_476,9.34228,-4.53654,0.783355,-1.11424,0.25,0.59,4.12493,-4.80803,-34.6977,-50.3603,-14.089,0.7,22.45,-0.1,18.0641,17.2403,3.72991,-10.3105,114.915,-29.1653,69.0283,30.386,-10.6985,0.242355967,0.00531698,-0.109483632,0.022611298,-0.128177487,0.00923594,0.018693855,0.020495126
E_S_WW_WM_477,-4.98776,9.22232,-2.65771,2.17476,2.16,-1.68,5.37748,3.36028,0.568186,-68.4063,1.83126,0.7,-12.3251,0.5,-0.151568,-17.0134,-0.0952003,-7.22275,118.736,-19.5903,73.4172,46.0755,-134.673,0.249320135,0.003563657,-0.231775637,0.020508244,-0.222481017,0.012290725,-0.00929462,0.012012573
E_S_WW_WM_478,-7.47791,5.25679,11.0398,18.013,-0.73,1.31,6.88274,-2.82949,-13.6614,19.9748,-13.5015,0.4,-9.09129,0.6,40.39,-2.12336,22.1676,-20.3442,95.4085,32.568,76.7355,3.89962,90.7903,0.264640499,0.005308499,-0.281004148,0.020877707,-0.233215436,0.012773802,-0.047788712,0.019022375
E_S_WW_WM_479,-7.46355,9.19522,-4.72255,11.2959,1.68,-0.31,-3.92593,0.305473,45.866,111.287,-4.55339,0,-6.09688,0.7,43.7722,14.219,-5.56467,19.1485,2.83157,-24.2103,-53.0151,-57.457,48.4067,0.312978996,0.006651368,-0.289465712,0.024259242,-0.190788073,0.011197471,-0.098677639,0.022725419
E_S_WW_WM_480,12.5195,-2.30408,-3.00006,-7.50774,-0.25,-0.51,2.31325,2.12208,14.937,40.7353,-13.0568,-0.2,-19.1286,0.9,32.1416,3.51763,7.87314,37.8178,87.699,-32.5867,-56.876,87.9912,85.3475,0.281595124,0.003700125,-0.193604669,0.01394778,-0.122649338,0.007834113,-0.070955332,0.011079338
E_S_WW_WM_481,-4.61875,-0.247541,9.76116,-12.4133,0.07,1.81,-9.22453,-3.46384,38.7624,-56.0578,1.15648,-0.1,11.4843,1,22.2709,-16.3199,-0.990484,16.4904,-5.59761,-23.8446,22.7867,-9.64204,3.42872,0.241585696,0.003973413,-0.167455836,0.022420292,-0.19606314,0.007771936,0.028607304,0.017027531
E_S_WW_WM_482,4.79361,4.89431,1.91858,-0.171758,1.38,1.58,18.0981,2.87678,-1.6859,139.904,4.43019,0.7,-20.3672,0.9,4.04501,4.5303,-2.55646,-4.63858,-8.95169,23.5325,119.48,84.6687,-167.56,0.291598989,0.004732053,-0.296042166,0.023030869,-0.172434062,0.013298945,-0.123608104,0.017626182
E_S_WW_WM_483,9.70899,12.8963,8.44016,-17.3756,0.97,0.9,-8.77331,5.75744,-27.1686,-13.9267,2.68983,0.6,10.7775,0.4,-17.0752,-16.4597,-10.2885,3.45189,82.7455,16.4151,51.6959,7.18355,-77.8813,0.26520096,0.00582951,0.006923113,0.02516483,-0.082148447,0.009333362,0.08907156,0.022618303
E_S_WW_WM_484,4.56304,5.34724,7.36034,17.6166,2.41,1.39,12.7145,-4.01332,22.3846,-46.3457,-0.535212,-0.3,14.8403,0.6,39.7832,20.8215,15.6972,39.8728,13.244,37.7717,102.812,41.8437,-131.571,0.263768466,0.004108844,-0.203988227,0.017629293,-0.124737394,0.005626909,-0.079250833,0.015619809
E_S_WW_WM_485,-7.98577,-1.88573,-0.97753,-19.4096,-0.17,0.16,-0.0686506,0.342698,24.627,-75.6599,-8.02314,0.2,16.5971,0.1,-3.24966,27.2607,-15.019,5.05745,16.198,-1.04761,-50.6772,-12.0845,-4.84133,0.268072614,0.004207244,-0.204554983,0.020686222,-0.226698537,0.008077199,0.022143555,0.021153814
E_S_WW_WM_486,-7.76337,0.49401,5.01404,-14.5404,-0.3,1.38,3.10555,7.01077,-42.1001,81.3638,-4.44865,0,-19.9947,0.7,-17.3467,29.2464,-0.497473,24.0653,11.0536,-26.6786,-21.0328,14.8136,79.5103,0.285888933,0.005379816,-0.238988107,0.009548055,-0.226870703,0.009159431,-0.012117404,0.006983483
E_S_WW_WM_487,-1.00282,9.09375,15.102,2.72671,-0.61,0.52,-6.7479,2.40991,39.7109,-72.7078,-10.4647,0.7,18.7015,0.4,14.0916,-1.10552,14.584,-6.77694,34.5071,43.5769,-48.5761,-1.63761,-141.711,0.263516493,0.006133543,-0.068113083,0.016516421,-0.143204289,0.008531299,0.075091206,0.013496146
E_S_WW_WM_488,-2.21213,2.04421,8.3926,-15.3467,0.47,1.07,16.8488,-2.74531,20.7993,-70.3878,1.18043,0,-18.8631,0.2,-5.61959,-1.80526,-11.898,0.783284,16.7348,-41.8475,-51.9827,70.0555,127.773,0.252488356,0.004055128,-0.084669059,0.015492649,-0.16148077,0.005929795,0.076811711,0.014191303
E_S_WW_WM_489,9.85023,-4.57939,13.5815,-10.2335,1.82,1.84,-4.06937,5.4101,-10.5889,44.7179,-12.7692,0.6,20.2349,-0.3,-4.01857,2.92234,15.3994,46.4631,117.328,31.1315,133.51,-15.5761,-102.555,0.260177833,0.003849949,-0.133268083,0.017814813,-0.121251009,0.009716384,-0.012017074,0.015583815
E_S_WW_WM_490,12.275,6.08096,11.7464,11.1593,-0.08,1.97,-3.14621,4.57333,-22.2054,75.5718,-12.6832,-0.3,-4.13559,0.4,0.114685,-4.81509,-17.9567,16.6766,72.3818,24.6815,113.809,-37.446,138.361,0.289166645,0.006641177,-0.112445303,0.018357549,-0.064309331,0.008319428,-0.048135972,0.015786843
E_S_WW_WM_491,-6.5347,10.5244,-6.4664,13.9859,-1.32,1.01,6.0469,5.49087,29.7767,85.0923,-5.82149,0.6,6.2822,-0.2,58.0526,27.3137,-13.6066,37.2613,-37.6371,-34.4377,24.5613,-33.1988,-73.3159,0.311901254,0.005060896,-0.299236518,0.028572209,-0.208861159,0.007792385,-0.090375359,0.027695527
E_S_WW_WM_492,-0.279307,12.2698,13.9097,-1.96293,-1.32,-0.34,6.40887,3.27062,1.51725,26.6677,-5.94068,0.4,-24.197,0.3,2.48682,27.9127,-16.5735,-20.2987,8.01649,-21.5572,-23.0147,71.8829,-67.6825,0.262164438,0.007329798,-0.162099387,0.020213503,-0.149326872,0.011840611,-0.012772514,0.02047522
E_S_WW_WM_493,9.87846,12.9883,10.549,-16.8075,2.03,1.19,-8.25619,5.80511,29.1357,9.11563,-12.2506,0.4,-21.5898,0.8,32.5963,-7.23184,13.5795,-5.1635,50.493,-35.208,-35.2866,39.1905,71.3119,0.297614018,0.007342662,-0.258403094,0.018275888,-0.118077675,0.011460868,-0.140325419,0.013434546
E_S_WW_WM_494,13.05,9.45609,16.3521,-13.2836,0.18,0.65,17.3687,-2.3783,-15.4403,86.7495,2.55908,0.2,23.2061,0.3,49.6848,17.1585,-26.3806,40.014,45.08,21.4672,-29.1789,10.2255,109.608,0.284423641,0.007875182,-0.0839279,0.02265727,-0.101648135,0.014634753,0.017720235,0.015864968
E_S_WW_WM_495,-3.67123,-2.23315,12.4647,16.1141,2.22,1.05,17.5276,1.16413,-8.80952,126.36,-1.01156,0.2,16.7162,0.1,49.1517,-0.567055,-26.7538,53.413,74.884,-17.4333,123.918,-32.0126,29.8824,0.281872964,0.004528367,-0.251764975,0.016677876,-0.204857638,0.007239555,-0.046907336,0.012700141
E_S_WW_WM_496,-0.730784,-0.564574,2.33321,-16.6971,0.08,2.26,10.1255,-4.6494,-23.2156,11.9388,-10.0355,-0.1,-3.6687,-0.3,-0.544273,20.0431,6.03442,-6.61567,79.7296,36.6636,104.5,-42.9486,-191.452,0.267817593,0.005273582,-0.232603165,0.025992851,-0.169770941,0.015539718,-0.062832223,0.018224388
E_S_WW_WM_497,11.0325,2.79293,16.1679,19.4537,-1.14,0.93,17.0063,-2.44776,-4.71235,13.7681,1.3477,0.1,-0.174609,-0.1,21.6736,27.5146,-21.794,6.34482,84.1938,-32.2753,84.9804,65.0984,42.1215,0.244596024,0.005292497,-0.177887566,0.02609244,-0.128337101,0.009138609,-0.049550465,0.022874511
E_S_WW_WM_498,-4.33683,5.1253,12.74,-4.26684,-0.92,2.19,8.72573,9.21937,4.049,61.4438,-5.35319,0.8,14.0015,0.5,52.6086,24.939,7.24491,-6.41052,-39.1275,-1.40313,-52.2842,20.9754,-129.029,0.27175812,0.004838399,-0.074565279,0.020720355,-0.170285621,0.01557875,0.095720342,0.010371086
E_S_WW_WM_499,-6.83696,-0.205503,3.57313,-10.2072,1.29,2.25,-0.815763,-1.99733,-0.851894,8.64786,-11.0279,0.7,-12.6596,0.3,47.1461,16.3541,-26.4205,-24.5699,56.1111,16.0193,-31.7377,59.0999,-110.571,0.256621294,0.005777102,-0.229833293,0.028678274,-0.210008116,0.011966992,-0.019825177,0.024511078
E_S_WW_WM_500,3.30602,5.65423,7.60156,14.8246,1.26,2.17,-0.215358,7.03939,26.3574,-64.2514,-10.0819,0.6,24.7974,1,31.2077,-12.5678,2.22478,46.8448,24.0143,-31.6174,113.009,0.33236,-82.4127,0.266588523,0.005116148,-0.245644681,0.036692668,-0.159164404,0.007420351,-0.086480276,0.041438268
E_S_WW_WM_501,11.5596,12.1565,-4.55923,-1.33486,-0.02,1.42,14.7322,-4.06031,-1.31035,0.359371,4.88698,0.1,10.9548,1,26.883,3.85122,-27.073,-11.338,11.5018,-16.4974,80.246,33.7133,-142.749,0.27638131,0.005388537,-0.230253751,0.020316641,-0.105632092,0.010493405,-0.12462166,0.017451392
E_S_WW_WM_502,7.66194,4.44226,19.0366,-5.39317,-1.48,-0.69,13.6346,9.23108,-26.0898,113.997,-7.79581,0.6,18.4218,0.1,35.5202,16.9072,9.62087,47.7791,49.6705,-38.7991,-50.0762,27.7288,90.2908,0.297543128,0.00759,-0.145639933,0.020694443,-0.126129478,0.01549959,-0.019510455,0.012390062
E_S_WW_WM_503,13.6842,14.1241,-1.28114,-14.3915,-1.75,-1.75,-1.35672,2.04071,38.3744,93.6162,-6.12789,-0.2,12.6548,0.1,40.5454,21.3648,-12.5585,9.62728,-5.96286,13.9231,-23.8676,-42.1739,10.6805,0.299209489,0.009589059,-0.241851118,0.03063179,-0.106851676,0.015375702,-0.134999443,0.022536287
E_S_WW_WM_504,-0.248724,7.33671,-3.71871,-17.8643,1.29,1.32,7.47271,-2.13589,33.0237,107.725,-5.72514,0,-20.7465,0,-23.1533,13.4623,-15.7912,-0.545885,25.4095,48.3562,24.6439,71.3469,-164.195,0.300017656,0.006990129,-0.251855702,0.015621883,-0.161090204,0.009777578,-0.090765498,0.011501932
E_S_WW_WM_505,1.54088,7.65222,4.98593,-17.3092,1.01,-1.09,-9.48085,-1.77806,-2.75982,131.241,-1.43833,0.3,-20.6905,0.9,34.8682,-15.9701,-8.45925,34.6663,54.47,-16.7664,35.2671,-33.8811,67.9496,0.292781175,0.009521543,-0.284003801,0.037226072,-0.155366433,0.007265703,-0.128637368,0.039616283
E_S_WW_WM_506,11.2471,6.25249,3.20399,18.1257,0.63,-1.54,4.84072,8.57802,-17.2367,38.1143,-12.5394,-0.3,20.677,0.6,46.2559,8.01022,24.737,22.095,-40.8077,0.934264,-48.2837,-22.1755,41.3324,0.287899143,0.009700468,-0.179804021,0.024285353,-0.067332034,0.005892839,-0.112471986,0.02874926
E_S_WW_WM_507,12.6404,12.5129,0.166011,-4.44108,-0.54,-0.89,-4.7983,-1.90773,-44.4561,77.5608,2.2854,-0.3,-21.1367,0.9,17.968,4.03055,9.03141,-0.959704,-22.8674,-11.1429,121.16,5.73284,104.946,0.291109556,0.006417263,-0.237575025,0.024130596,-0.120721339,0.008560606,-0.116853685,0.020982214
E_S_WW_WM_508,2.7798,-0.602776,15.4382,6.7236,-0.21,-1.19,16.8222,9.70427,34.6547,95.8915,1.62517,0.4,-15.2624,0.9,2.24076,-9.7475,-12.2597,-19.5934,74.1891,7.69723,-30.8071,35.9148,-113.612,0.251709259,0.007898614,-0.13548975,0.020795761,-0.129955992,0.014850026,-0.005533758,0.018068782
E_S_WW_WM_509,9.47041,7.5883,-0.810148,5.32752,1.62,2.37,-8.56091,-3.08404,14.3115,121.273,-13.8515,-0.2,-14.4708,0.5,9.45075,-17.2909,13.9952,-4.81778,122.9,-14.0738,88.5985,48.2412,-15.8021,0.295020354,0.008661349,-0.305234968,0.022413973,-0.131451497,0.010646281,-0.173783471,0.02726328
E_S_WW_WM_510,14.1127,0.646894,8.52585,2.62713,-0.93,0.42,-6.01023,-4.56139,-44.7464,136.366,-8.56909,0.2,-6.91031,0.3,-10.6831,-9.20828,27.9298,24.9802,56.6608,-9.46237,141.069,6.13296,-38.2299,0.27465884,0.003910653,-0.178905802,0.013493176,-0.110886752,0.009281195,-0.068019051,0.011114547
E_S_WW_WM_511,5.9458,6.75126,-3.55224,16.8942,1.22,-0.31,-9.37088,1.17269,4.98349,-32.3172,2.42915,0.4,-0.782969,1,46.5296,-19.4607,-7.66716,34.2112,-51.5318,41.853,82.0061,58.4512,122.871,0.262511337,0.006905497,-0.243865558,0.036244497,-0.171886808,0.019240777,-0.07197875,0.025651926
E_S_WW_WM_512,12.9715,8.67421,-1.75644,19.6864,-0.96,-1.1,-6.95945,0.408796,-25.6027,45.7585,0.807063,0.2,19.9802,0.6,11.5188,0.0454157,-14.7032,36.3853,-19.1517,25.4514,-32.8444,59.5482,-183.169,0.281943963,0.004095847,-0.13549152,0.02343708,-0.102999527,0.01067687,-0.032491993,0.017231088
E_S_WW_WM_513,5.10347,10.9189,-7.02597,0.746453,-1.55,-1.31,-1.47128,6.9579,2.80278,47.5294,3.48116,0,0.143139,0.1,42.0806,17.6627,-1.44996,52.4091,62.2288,-18.9949,93.7837,-5.00073,-21.5835,0.291445741,0.007415888,-0.110272589,0.033813189,-0.134864431,0.006302839,0.024591842,0.038187812
E_S_WW_WM_514,13.725,-0.34494,11.5353,-18.3682,-1.16,-1.25,-2.25807,0.866853,20.8713,109.348,0.690414,0.2,-17.6754,0.6,17.0039,14.0781,22.6441,-17.9474,99.7152,5.63858,-27.9599,-32.5081,106.276,0.27091262,0.003355551,-0.184074864,0.022105891,-0.067957441,0.012988183,-0.116117423,0.015093558
E_S_WW_WM_515,2.53704,1.05902,-5.17005,17.4173,-1.43,1.97,15.3148,-2.45441,4.58489,11.6853,-3.25527,0.3,13.2393,0.8,-14.2606,6.07731,29.607,19.041,50.211,-8.20921,131.467,-21.0844,-84.5713,0.259648233,0.005204335,-0.154173367,0.035169426,-0.136163684,0.007982178,-0.018009683,0.035450476
E_S_WW_WM_516,-4.09069,-6.16834,-3.62932,-17.8036,2.23,1.17,5.58457,6.08956,-20.8944,-44.0702,2.32905,0,-12.9026,0.2,13.2322,14.9816,14.731,12.3267,-54.8985,-37.4747,129.561,44.5948,-133.558,0.251259501,0.005122238,-0.118321954,0.021917476,-0.233089263,0.01168587,0.114767309,0.013028674
E_S_WW_WM_517,4.12887,14.1989,4.10576,-9.16673,0.58,1.31,5.91374,9.37148,46.2466,138.836,-7.36818,0.8,-11.1486,-0.3,-15.8327,13.8959,-21.6201,40.8262,-26.9337,33.5842,57.6133,9.86148,37.2866,0.307190998,0.006541991,-0.235456498,0.036473275,-0.162455618,0.01600368,-0.07300088,0.030709831
E_S_WW_WM_518,10.1784,-0.334294,-2.48595,-3.07184,1.16,-0.06,19.3383,7.24479,-21.353,68.3129,-6.73751,0.2,3.13654,0.5,17.772,8.69174,17.6066,30.1461,-50.1924,12.5402,144.85,84.2729,118.777,0.27763356,0.005886615,-0.277767974,0.026640763,-0.187393918,0.010887302,-0.090374056,0.023675152
